A                   , B                   , C                  , D                   , E                   , F                  , G                   , H                   , I                   , J                   , Category, Salary
71.16148780888898   , -112.4642092        ,                    , 127.7676821898509   , 33.231401197959165  ,                    ,                     , 11.567463429285867  , 117.92971840638265  , 6.751848141010895   , C       , 49645
206.0747924881987   ,                     ,                    , 97.15709509543554   , 64.53759495851476   , 136.86315575323488 , -96.49234606        , 68.60514599984393   , 105.84244868495878  ,                     ,         , 138263
-118.3258513        ,                     , -26.94068344       , 71.75422557959624   , 150.2357052096028   ,                    , 162.86155455712918  , -138.0101458        ,                     ,                     , D       , 
                    , -3.269474809        , -206.74421         , -8.912003951        , -130.4469501        , 66.96725488300385  , 36.659824609684826  , -93.98797863        , -51.38669173        , -105.9213522        , E       , 49835
-6.267909727        , 95.51423205012382   , -98.57260463       , 50.40465155178444   ,                     , -79.28728323       ,                     ,                     ,                     ,                     , B       , 99627
196.47251329163893  , 3.5263551971728613  , -69.9725508        ,                     , -11.23280497        , -22.09695995       , 61.41667000434252   , 75.75077100473051   ,                     , -57.58182406        , B       , 56429
-27.50516972        ,                     , -151.5191062       , 136.68742674445247  , 164.49677135012837  ,                    , 57.65569630557664   , 31.125015454353612  , 307.88808084552375  , 111.95749114345767  , E       , 112445
-12.79175915        , -95.55404406        , -160.644632        , 20.346363586722312  , -75.63507453        ,                    , -64.65728842        ,                     , 168.71416350725647  , 88.16397569494505   , E       , 110612
-0.797264132        , 147.99441388900257  , 7.736830765        , -86.12842013        , 152.31240772696572  , 53.891004368465865 ,                     , -19.03386781        , -87.56182534        , -138.2799731        , B       , 95172
92.61775475316414   , 190.94166404701303  , -139.8567574       ,                     ,                     , -48.71253838       , -59.23939242        , -86.39907697        , 4.852162794482699   , -83.09501164        , B       , 55066
27.045682577983882  , -5.023810945        , -23.89480469       ,                     , -57.67713306        , 75.53912258        , 50.09171876243808   , -97.75552448        , 9.933230542922587   , 75.13871234         ,         , 64197
-166.9405281        , 54.336019237993504  ,                    , 57.05986685931593   , -76.32591565        , -180.4882101       , -162.7542438        ,                     ,                     ,                     ,         , 57745
63.85924587773739   ,                     ,                    , -121.10162          , -65.18361078        ,                    , -86.04133653        , -38.45555442        ,                     ,                     ,         , 60080
                    , -112.9706855        , 52.980417791528275 , 144.15686206579005  , -247.16445          , -79.68952555       , 57.70721272         ,                     ,                     , -60.39851867        , B       , 80934
8.658978747289991   , -15.56772354        ,                    ,                     ,                     , -41.18769661       , -48.76062241        , -43.25581878        , 39.44521423782968   , -42.09844808        , A       , 41922
                    , 207.54007986454388  ,                    , -32.60235322        , 120.12139221639448  , -40.8075373        ,                     , -100.8086311        , -187.0791921        , -35.1513484         , E       , 92244
1.841837919         , 167.64373122752826  , 32.69273737641626  , -21.91005288        , 82.94055811834892   ,                    , 23.561455810856593  , 77.08651938869669   , -147.8586246        , 114.37540432069291  ,         , 148265
33.84964074944141   ,                     , 63.27818661062848  , 227.0692857804396   ,                     ,                    , -45.93608995        , -84.98443695        , 83.03358165442457   , -85.60838259        , C       , 75975
                    , -47.76574468        , 47.89798257463919  , 33.36621052869483   , 103.75399442578993  , -51.00163989       , -26.98749353        , -97.87637158        ,                     , 37.73004930448522   , D       , 122809
75.69886166453519   , -92.21653242        , 86.96059201056602  , 135.5637858804951   , 41.34349032237009   , 187.6795812558066  ,                     , -124.4654703        , -177.8720249        ,                     , B       , 137542
65.43656563540577   , -5.558467091        , 27.99686263198203  ,                     , 244.57519796168265  , 12.92211819752275  ,                     , 72.57666239         , 48.100923173671326  ,                     , B       , 67520
-79.04744554        , 47.14683571359957   , 188.20244964750336 , 134.54200461549777  ,                     ,                    , -98.96048203        , -12.57869201        , 5.572491228869461   , 109.41915184709485  ,         , 82666
                    , 152.95503194606138  , -15.80078986       ,                     , -101.2104375        , -165.4856672       , 82.31705839619146   , 7.331796718840389   , -128.99609          ,                     , E       , 40488
-33.57846993        ,                     , -25.95913514       , -150.3142953        , -24.57430641        , -27.27235697       ,                     , -5.429486652        , -23.09345302        , 69.62063648134183   ,         , 
184.8956094945345   , 112.65650295477573  , -26.88886906       , -110.6525909        , 257.33598032498605  , 5.921843401448826  ,                     , -2.412508711        , 19.808476076785496  , -14.43604119        , C       , 94553
-57.36620069        , -54.68589412        , -3.275327022       , -54.34247711        , -71.28457827        , 10.643022769189683 , -25.49772174        , 150.39929885826885  , -265.0969808        , 109.15068519224617  , D       , 125113
                    , -207.3390232        , -34.26875941       ,                     ,                     , -77.78166876       , -111.0575845        ,                     , 93.56783931474611   , 127.15550949941587  , B       , 
72.16720640432351   , -112.9051771        , -52.45202663       ,                     , -122.2127809        , 71.29984302        , -24.03253982        , -37.48208075        , 71.09599682034914   ,                     , A       , 106846
-36.09661658        , 115.9329803364248   , -108.1063328       ,                     , 59.31012579683838   , -30.95464393       , 32.61330222         , -125.1113576        , 92.40270192         , -18.49021364        , E       , 94458
-52.27230205        ,                     , -70.43436905       , -140.8461296        , -155.6629174        , 60.60099513456396  , -128.0429352        , 175.47941819843646  , -208.1929408        , 169.64563682900382  , A       , 
                    , -9.671311187        , -54.49190868       , 39.91361143520709   , -3.763470242        , 110.33018820165215 , 11.422764866203964  ,                     , -36.36122122        ,                     ,         , 63321
                    , -171.0168393        , -134.8185422       ,                     , 17.086543812794186  , -18.39833364       , 1.843393306539316   , 34.75817053616711   , -53.97596803        , -77.83047254        , C       , 123625
19.584525509768156  , -97.83727776        , 40.825275571447186 , -170.2583604        , 102.91556373256437  , 47.25974824        , 25.602973431387564  , 98.26909839455139   , 166.54744444625766  , 101.43700650181304  , D       , 123962
-184.0874231        , -127.9576967        , -62.48185777       ,                     , 51.76590205         , -72.57438132       , 18.676676447707834  , -75.53829324        , -61.1517803         ,                     , D       , 
-92.32332461        ,                     , -97.5873253        ,                     , -94.93988888        , 263.2382064837391  , 49.33179008808892   , 18.48361236948739   , -85.83577802        , 70.03098794089914   , D       , 53650
-57.56378262        , 12.200981464536143  ,                    , -9.605989972        , 114.92733262856758  , -70.31764251       , -3.49884905         ,                     ,                     , 181.24485579969289  , C       , 50710
70.77519354554754   , -56.24667759        ,                    , 97.25544496267298   , 62.18099622171964   , -157.022472        ,                     , -24.75186356        , -7.44334291         , 62.06720976         , C       , 63922
17.770100093325382  , -133.5344359        , 38.01978510059632  , 61.058574528382316  , 55.97904479310398   , 108.07807255546219 , 83.39221545         , 45.91800792284367   ,                     ,                     , E       , 34328
42.96182191325858   , 20.768768716311115  ,                    , -127.6748576        , -108.105654         ,                    , -3.955515386        , 68.15006973726244   , 2.831837613046117   , 2.975613949574519   , B       , 
93.82838059759978   ,                     , 9.612077694098337  ,                     , -43.44962274        , -30.91721235       ,                     , -47.87486217        , 125.57561255735207  , -89.46073022        , D       , 121600
-18.68716442        , -43.97310583        , 144.6977884353733  , 19.65547765115746   , 103.18445394686348  , -148.5560373       , 26.705026586925882  , 88.96307956234371   , 8.228398927542418   ,                     , E       , 
-51.72884501        , 140.93474401855798  , 229.88981236192504 , -36.28385604        , -44.55025214        , 145.3384477117701  , 157.95721457307124  , -52.28600272        , -42.01868171        , -28.17846089        , B       , 134308
-134.4450511        , -91.86519465        , -100.4140767       , -76.77975651        ,                     , 23.421473253652074 , 155.0500492814077   ,                     ,                     , -21.39888442        , B       , 
-4.946370965        , 67.48194921666038   ,                    , 38.24097461840506   , 16.64522082130561   , 49.24512640081491  , 28.91686439078181   , 245.53001399108942  , -63.77399843        , -53.0996955         , A       , 
                    , -55.54771192        , -63.73871273       , 118.90165311075518  , 142.0504247989855   ,                    ,                     , 47.14155563864041   , -55.22230443        , 63.293181775551076  , D       , 144208
20.292302085129972  , -151.5744115        , 154.75052013300618 , 179.58776730955216  , -61.27886905        ,                    ,                     , 33.445679           , 65.85442726728304   , 201.02045387663497  , D       , 
                    , -79.82972445        , -137.9319228       , -73.09300399        , -3.312697287        ,                    , -51.7611299         , 22.37879516388985   , -1.642289607        , 118.8393273448084   , C       , 109588
252.69324258736216  , -53.08687729        ,                    , 104.4160877069072   , 68.18914896263114   , 184.67073257360335 , 58.392818532596394  , -35.92920908        ,                     ,                     , C       , 106563
82.04821812         , 50.727403110729774  , 106.66746895891539 , 116.92955904456727  , 138.21589910375272  ,                    , -16.71180803        , 14.671368643332283  , 120.65089665083568  , -81.6935671         , B       , 86296
36.867330887290116  , -39.33388123        , 2.8744822934817487 , 127.84518626072988  , 19.109906801990334  , 4.643654815614881  , -135.9856141        , 74.62535660272206   , 64.54841811410755   ,                     , C       , 79400
                    , 21.915032766393896  , 24.938368371075526 , 157.74532797634743  , -9.529553239        , 27.902152577033924 , 60.78965097165392   ,                     , -44.64336146        , 19.40899928983076   , A       , 112346
107.36317498597721  , -102.6515299        , 13.29696741        ,                     , 119.50466289248425  ,                    ,                     , 37.72118750645209   ,                     , -6.575026107        , D       , 123394
-55.51995267        , 188.1157069         , -144.80139         ,                     , 44.00144500533324   ,                    , -102.1232817        ,                     , 24.380071377119883  ,                     , D       , 53717
-128.0304399        , 87.24573282801447   , 65.0201178         , -9.917586378        , 184.66369960476658  ,                    ,                     ,                     , -4.558601636        ,                     , B       , 
-24.12360579        ,                     ,                    , 144.37646040732594  , -8.215117839        , 111.72958315881276 ,                     ,                     ,                     , 44.770856001731495  , A       , 
64.27227599         , 132.91525301324313  , 19.652116970147013 , 70.90037575885123   ,                     ,                    , -67.63923021        , 180.09404329108156  , -4.015795064        , -143.0775102        , E       , 98382
                    , -68.10516575        , 84.06435489887241  , -65.26239793        , -44.61834332        , -188.9540731       , -45.23063192        , -242.3879327        , -158.3902823        , 76.04146561442974   ,         , 50760
78.58001586508323   , 42.545756178496475  , -96.69761431       , -4.771135614        , -0.360253909        , -115.8364689       , 150.33983017671505  , 87.73622905756714   , -22.09641738        ,                     , B       , 96692
20.83828079475525   , -204.1734868        ,                    , -68.1984248         , -100.162001         , -28.11002929       , 179.76865268495226  , 64.08428612670099   , -57.11789898        , 57.25827813561586   , B       , 80396
139.9355436586002   , 92.46336829127688   , 5.963036992017413  , -64.69367777        ,                     , 39.34853854217496  , 89.51932200277322   , 63.51718016819695   , 104.95527153193352  , -53.52352116        , E       , 112960
131.73940656343257  , 19.759960469239964  , 207.52608726252654 , -68.91878181        , 173.59638031652494  ,                    , -65.14180036        , -48.38858341        , -32.03473082        , 42.41659464019164   , D       , 89574
52.28354880354996   , -57.37000039        , -2.435459226       ,                     ,                     , 43.63236696740321  , 3.800347816820029   , 12.00313267182613   , 61.35179727304166   , -102.2792565        , A       , 
                    , -166.8584074        , 39.922312260527924 ,                     , -48.31864623        ,                    , -122.5765663        ,                     ,                     , 104.70983026121546  , C       , 68806
168.39276914578687  , -45.88842629        , 107.86808334312956 ,                     , -17.26272999        , 88.36599374866724  , 65.23228784134196   , -157.6392157        , 147.65403497258959  , 138.00913541474515  , E       , 
-62.55627015        , 39.58035334         , 49.403018628273884 ,                     , -55.03051538        , -67.16233679       , -2.555407099        , 117.27290192593647  , 54.36001545944323   ,                     , E       , 100502
                    , -284.8542621        , 114.87657003721034 , -173.9713779        , -36.24409414        , -111.9669895       , -129.4681476        ,                     , -46.77012013        , 34.650388173071576  , C       , 
                    , 47.704082722312144  , 7.682189106025536  , -128.2992224        , 99.62668194471401   , -49.37565832       , -155.6581899        , -42.8115161         , 150.07597906343108  , 85.02217421         , E       , 77131
-34.86521344        ,                     , -32.16350512       ,                     , 38.19354522315533   , 43.00416471910696  , 103.02834540318422  , 23.87891590265135   , -25.90421458        ,                     , B       , 31688
-7.160125941        ,                     , 72.76295436369799  ,                     , 73.26400772155792   , -8.071658011       , 7.8635190316090595  , -199.8200685        ,                     ,                     , D       , 122650
99.80101098596522   , -289.6255378        , 208.83747047807276 ,                     , 110.81828167375166  ,                    , 61.27739050625697   , -105.3415563        , -62.37689607        , 191.40313538667863  , E       , 53377
-19.06824008        ,                     ,                    , 49.56818879726047   ,                     ,                    , 240.3415585238275   , -5.761879703        ,                     , 105.0654396007612   ,         , 57549
110.55259329579839  , 118.70303055603802  , 63.87302220291846  , -114.3004913        , 163.3431532301096   , -114.6345393       ,                     , -75.427585          , -6.413834659        , 32.87624103034804   , C       , 115561
                    , 42.19207542352847   , 161.3711269058647  , 45.35343015139798   , -24.41566353        , 96.40871682883572  ,                     , -122.7607815        , 59.740006984985804  , 70.11727423108984   ,         , 50173
-29.75635034        , 137.57068133116195  , -15.0055587        , 12.557645347154226  ,                     ,                    , -109.6275087        , -144.0050883        , 159.45050632249723  , -84.69613483        ,         , 81456
                    ,                     , -63.89617477       , -132.3089793        , 164.2015160136369   ,                    ,                     , 225.24358053443086  ,                     , -32.48313835        , E       , 143503
                    , 229.09425725907417  ,                    , -164.5398747        , 102.25704320096402  , 243.97524063392729 , 138.42728185105182  , 56.39091200523596   ,                     , 85.34155587803077   , C       , 96849
75.89285897867651   ,                     , 10.420110395187606 , -6.25931279         , -75.39645889        ,                    , -169.2956814        , -9.833962679        , -98.85911072        , -110.3589317        , D       , 
17.989415115347846  , 139.20022863445993  , 91.8316606         , -157.0500604        , -98.96281366        , 94.07711879882159  , -98.24873935        ,                     , 55.005209902455185  ,                     , C       , 141444
                    ,                     ,                    , 31.978193414253695  , -159.2993734        , 44.047473796039895 , -1.963779893        , 55.248995441714776  , 22.391413406466143  , 136.41404299738443  , C       , 123719
12.522450264790727  ,                     , 12.229750303228377 , 54.32980290363879   , 4.886007032570433   , 4.059169120388238  ,                     , -66.29009176        , -140.2605272        , 174.95767431869393  , D       , 123740
-124.3863235        , -69.29051978        , -71.84072656       , 89.49243769444412   , -29.49496783        , 124.77420726737338 , -67.34906242        , 27.899416222380196  ,                     , 214.51491277733882  ,         , 92248
-118.7598419        , 30.98207102270275   , 63.37768809320985  , 41.379909745149824  , -18.52876589        ,                    , 4.381147198         , -14.70020016        ,                     , 221.05230015913514  , D       , 121901
-55.7491785         ,                     , -8.828204835       , 257.9709337654319   , -80.3674568         , 163.91168054440675 ,                     , -55.35882417        , 56.898307918527536  , 162.83966231285382  , B       , 118815
-37.9127741         , -20.35803601        , -58.16809139       , -101.4756731        , -64.92775451        ,                    , 3.408346825922607   , -76.99732311        ,                     , -155.5895646        , D       , 118100
                    ,                     ,                    , 37.405656984757215  , 122.76689924732922  ,                    , 167.25723868377034  , 41.90190093660452   , -70.50118558        ,                     ,         , 90257
55.83269125217224   , 7.600539141         , 53.875599244636916 ,                     , 16.9360824          , -141.3714497       ,                     , -90.39076415        , -73.55299426        ,                     , B       , 
109.13101205942691  , 60.91381209         , -109.2312765       , -31.64084497        , 121.30976999791834  ,                    , 231.9329539981694   , 39.33178393943719   , 19.204911649003158  , -30.91164642        ,         , 108312
13.354090478228231  , -15.24698364        , 70.81086766885905  , 95.67023167945841   , -78.59894605        ,                    , -183.6205373        , 50.799132691254364  , -110.3366606        ,                     , C       , 
38.85786045309641   , 249.29995174327905  ,                    , 83.84907744516418   , 8.182935855         , -9.888965319       , 91.90764829877686   , -29.02745442        , 26.739231407190296  , 32.16978061960136   , A       , 62812
                    , 99.20423495365227   , -17.49597567       ,                     , 53.65098435704036   , -89.84679818       , 2.8181157369128247  , -0.911899664        , 108.58955658315782  , 47.469823287995276  , D       , 68060
                    , 81.77662992002871   , 139.02075490173132 , 55.78103063518623   , 1.0352619843380606  , -131.1836232       , -106.5113663        , -30.52247044        , -60.95122022        , -18.6971303         , C       , 148353
5.664992489710716   , 52.96927543567308   , -7.049877806       , 48.65016438262019   , 6.447441481012024   , -197.5466566       , -93.93353938        , -14.40875557        , -120.9694743        , 59.99287299962045   , C       , 38394
153.07508323436974  , 121.87618516973167  , -21.34428709       , 149.0726136849952   , 14.866745720211155  , -33.70859711       ,                     , -30.24696865        , -38.81768185        , 17.041622237548772  ,         , 130182
                    , 0.30460201534144693 , 43.693816974634984 , 119.06462747863414  , 94.95541354413237   ,                    , -255.3921135        , 93.43199112392738   , -136.6878698        , -22.47654019        ,         , 
                    , -180.1980438        , 54.14627282        , 75.91551603026468   ,                     , -259.1042292       , -54.62444483        , 39.18040054025465   ,                     , 18.335991977915565  ,         , 33051
-1.530984917        , 57.92914996010884   , 11.958036841415327 ,                     ,                     , -15.8529573        , -2.730453951        , -93.32679591        , -44.32822512        , -88.4802714         , B       , 141389
-17.29460599        , 171.17084801423434  , -137.1901143       , -161.3561398        , 147.11703274936085  ,                    , -66.90727387        ,                     , -60.56155397        , 182.60097135469363  , A       , 
67.79258713         , -48.79114081        , 215.73082132655034 ,                     , 74.2095372          , 29.92925804064919  , 130.1741289398798   , 156.15111967268527  , 3.2004149065766625  , -75.34178703        ,         , 34473
45.99721429391164   , -67.77153698        , 201.3387247526623  , 13.653533108273743  , -36.53215513        , 18.46803058649084  , -134.712629         , -97.16140385        , 120.04139079444253  , -65.6894279         , E       , 72277
-104.6910983        , 53.66527525272862   , 118.57041546629969 , 71.89533106650667   , 99.60476858058163   , -75.67950886       , -142.1810667        , 150.13336519554866  , -32.26798388        ,                     , A       , 90387
132.81941418490578  , 55.62300094006599   , 45.588777208160764 ,                     , -64.35182304        , 92.78401280812372  , 5.70131249          , 26.859227886325694  , 152.84684264125318  , 50.783575628962375  , C       , 140809
53.8296079          , 107.25073373098022  ,                    , -83.92096673        , -104.4809194        , -196.6356589       , 205.6207129940322   , -110.3208366        , -22.12536236        ,                     , E       , 68315
30.740669780910075  , 81.57372125392968   , 86.04734883597453  ,                     , -16.71217138        , 28.257995048829965 , -24.86911262        , 160.73455760199926  , 49.09749516382513   , 73.48777860498174   , C       , 66823
66.28812686674127   , 117.3473857485325   , 18.102155870370694 , -129.6831948        ,                     , -65.13568938       ,                     , 58.63640187550933   ,                     , 2.127157673606165   ,         , 
                    , 170.22149446352378  ,                    , 260.1683114180395   ,                     , -176.0762759       , 75.33416211045325   , 38.115838488277774  , 128.97527540827457  , 67.31813512699584   , E       , 73066
-13.8455984         , -122.4298236        , -20.90232573       , -85.05204542        ,                     , 58.85784044206096  , 166.99045043514062  , 39.46715298229811   , -119.5883062        , 44.46026682201407   ,         , 
119.66314866456511  , -60.97829043        , -13.40171667       ,                     , -78.48983131        ,                    , -12.09481486        , 41.95324439070278   , -88.74921778        ,                     , D       , 83265
                    ,                     , 172.69638512334052 , -39.96361856        , 22.468472575188592  , 93.25908318730899  , -141.8365733        , -176.0808812        , -152.5656315        , 126.25841034271821  , D       , 33293
-55.18581459        , 255.81992856682524  , -56.42475987       , 18.45513032         , 154.21099525678756  , 200.6092888159123  , 206.1503576636398   , 120.83662305931423  , 102.40625258114623  , 59.25269492011831   , A       , 
77.83610761666378   , -55.11857163        , -81.81988834       , -0.337445741        , -17.01846225        , -45.32280493       ,                     , 95.53052085705107   , 8.840688629184736   ,                     , C       , 52314
-114.1689114        ,                     , -71.68223206       , -186.6536617        , -8.268068584        , -12.17475084       , 151.3449743242131   , 63.08116845547775   , -102.4186824        , 185.40925663341883  , D       , 145051
122.10336955253528  , 58.209770346861575  , -22.64840988       ,                     , -37.22067761        ,                    ,                     , 154.3243528272189   ,                     , -111.9617433        ,         , 66459
14.088624691120394  , -176.8439366        , 32.31677141847815  , -14.76025863        , -46.60365019        , -159.4703067       , 51.36001065697165   , -53.27008397        , -116.9916836        , -287.2262213        , E       , 109682
-2.751490505        , 177.2251596669744   , 166.1259215        ,                     , -60.22120604        , 46.877425607502374 , -99.83854392        , 30.179189981946596  , 76.60802783846903   , 122.69332238843076  , C       , 69109
-10.01540765        ,                     , -87.79825868       ,                     , -22.64788919        ,                    , 91.35846262332494   , -80.31789507        , 149.26885689595218  , -27.1123601         , B       , 87030
                    , -74.72116791        , -242.424026        , 88.40453963610497   , 73.68438970924333   ,                    , 6.699071722487192   , 51.59392177040994   , -156.2545857        , -52.90526773        ,         , 
                    , -125.4289423        , 29.355793216662928 , -135.6581805        , 46.642998243352636  ,                    , -161.5131816        ,                     , -73.45915768        , -81.0252437         , C       , 125888
20.056919723094286  , 114.86373494287152  , -101.5821819       , 6.167984984797165   , 42.88165003         , 69.31056073        , 17.644155527722518  , -36.70278391        , -82.75902206        , 8.614388304637476   , C       , 76647
-107.2139012        , -292.1350483        , 43.655980415766784 , 90.39348410861953   ,                     , -100.9730705       ,                     ,                     , 2.0793707675407895  , -72.80029412        ,         , 144581
-18.28964411        ,                     ,                    , -79.91920067        , -48.27435222        , -95.33286083       ,                     , 162.46784584695607  , 32.30792731160291   , -25.23535021        , E       , 103280
-29.18112689        , -156.3190809        , 88.31097771        , -7.783719701        ,                     , 319.3107567844861  ,                     , -75.17910501        , -42.63575962        , 114.84457091967548  , D       , 101077
11.327041053776446  , -143.8277978        , 91.92289345752035  , -66.81440855        ,                     , 108.00480657146485 ,                     , 128.10163617351128  ,                     , 85.27736751222194   , E       , 
